rating_R,cast,man,man,family,country,young,rating_TV-G,love,love,woman,home,rating_G,duration,black,life,life,rating_TV-MA,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0.0,9451,0,0,0,3325,0,0.0,0,0,0,0,0.0,130,0,0,0,1.0,0,0.0,1,0,2018.0,0.0,0,0,0,0,0,2003,0.0,0,0,0,0.0,0.0
0.0,4133,0,0,0,1325,0,0.0,0,0,0,0,0.0,143,0,0,0,1.0,0,0.0,0,0,2008.0,0.0,0,0,0,0,0,3370,0.0,0,0,0,0.0,0.0
0.0,1102,0,0,0,4466,0,0.0,0,0,0,0,0.0,126,0,0,0,1.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,9530,0.0,0,0,0,0.0,0.0
0.0,3453,0,0,0,1325,1,0.0,0,0,0,0,0.0,104,0,0,0,0.0,0,0.0,0,0,2011.0,0.0,0,0,0,0,0,5518,0.0,0,0,0,0.0,0.0
1.0,3181,0,0,0,3543,0,0.0,0,0,0,0,0.0,112,0,0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,5134,0.0,0,0,0,0.0,0.0
1.0,2345,0,0,0,3325,0,0.0,0,0,0,0,0.0,91,0,0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,1432,0.0,0,0,0,0.0,0.0
0.0,2527,0,0,0,1325,0,0.0,0,0,0,0,0.0,119,0,0,0,0.0,0,0.0,0,0,2008.0,1.0,0,0,0,0,0,9187,0.0,0,0,0,0.0,0.0
1.0,9328,0,0,0,9337,0,0.0,0,0,0,0,0.0,113,0,0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,2585,0.0,0,0,0,0.0,0.0
0.0,8393,0,0,0,9337,0,0.0,0,0,0,0,0.0,93,0,0,0,0.0,0,0.0,0,0,2003.0,0.0,0,0,0,0,0,5144,0.0,0,0,0,0.0,0.0
0.0,5626,0,0,0,3543,0,0.0,0,0,0,0,0.0,140,0,0,0,0.0,0,0.0,0,0,2015.0,1.0,0,0,0,0,0,3681,0.0,0,0,0,0.0,0.0
1.0,3994,0,0,0,6044,0,0.0,0,0,0,0,0.0,109,0,0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,0,3538,0.0,0,0,0,0.0,0.0
1.0,8096,0,0,0,9337,0,0.0,0,0,0,0,0.0,122,0,0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,0,4617,0.0,0,0,0,0.0,0.0
0.0,4309,0,0,0,9494,0,0.0,0,0,0,0,0.0,99,0,0,0,0.0,0,0.0,0,0,2015.0,0.0,1,0,0,0,0,2551,0.0,0,0,0,0.0,1.0
1.0,4490,0,0,0,6044,0,0.0,0,0,0,0,0.0,120,0,0,0,0.0,0,0.0,0,0,2008.0,0.0,0,0,0,0,0,8530,0.0,0,0,0,0.0,0.0
0.0,6774,0,0,0,6044,0,0.0,0,1,0,0,0.0,128,0,0,0,0.0,0,0.0,0,0,2007.0,0.0,0,0,0,0,0,3802,0.0,0,0,0,0.0,1.0
1.0,5926,0,0,0,9337,0,0.0,0,0,0,0,0.0,94,0,0,0,0.0,0,0.0,0,0,1991.0,0.0,0,0,0,0,0,6417,0.0,0,0,0,0.0,0.0
1.0,8453,0,0,0,9753,0,0.0,0,0,0,0,0.0,90,0,0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,0,8512,0.0,0,0,0,0.0,0.0
0.0,2145,0,0,0,4096,0,0.0,0,0,0,0,0.0,125,0,0,0,1.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,4641,0.0,0,0,0,0.0,0.0
0.0,3551,0,0,0,9337,0,0.0,0,0,0,0,0.0,142,0,0,0,0.0,0,0.0,0,0,2008.0,1.0,0,0,0,0,0,3434,0.0,0,0,0,0.0,0.0
1.0,7677,0,0,0,9337,0,0.0,0,0,0,0,0.0,97,0,0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,1,3546,0.0,0,0,0,0.0,0.0
1.0,3606,0,0,0,6044,0,0.0,0,0,0,0,0.0,105,0,0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,0,0,0,3802,0.0,0,0,0,0.0,0.0
